 4 July 2007   7:52:35.381 AM                                                   
 
NINT_EXACTNESS_TET
  FORTRAN90 version
 
  Investigate the polynomial exactness of a quadrature
  rule for a tetrahedron by integrating all monomials 
  of a given degree.
 
  The rule will be adjusted to the unit tetrahedron.
 
NINT_EXACTNESS_TET: User input:
  Quadrature rule X file = "ncc6_x.txt".
  Quadrature rule W file = "ncc6_w.txt".
  Quadrature rule R file = "ncc6_r.txt".
  Maximum total degree to check =        8
 
  Spatial dimension =        3
        0.0000000000000000    5     0 1 4
        0.0000000000000027    5     0 0 5
 
        0.0000000000000036    6     6 0 0
        0.0000000000000010    6     5 1 0
        0.0000000000000004    6     4 2 0
        0.0000000000000002    6     3 3 0
        0.0000000000000004    6     2 4 0
        0.0000000000000007    6     1 5 0
        0.0000000000000036    6     0 6 0
        0.0000000000000007    6     5 0 1
        0.0000000000000004    6     4 1 1
        0.0000000000000004    6     3 2 1
        0.0000000000000004    6     2 3 1
        0.0000000000000004    6     1 4 1
        0.0000000000000007    6     0 5 1
        0.0000000000000004    6     4 0 2
        0.0000000000000007    6     3 1 2
        0.0000000000000007    6     2 2 2
        0.0000000000000004    6     1 3 2
        0.0000000000000004    6     0 4 2
        0.0000000000000002    6     3 0 3
        0.0000000000000007    6     2 1 3
        0.0000000000000004    6     1 2 3
        0.0000000000000002    6     0 3 3
        0.0000000000000004    6     2 0 4
        0.0000000000000002    6     1 1 4
        0.0000000000000004    6     0 2 4
        0.0000000000000007    6     1 0 5
        0.0000000000000007    6     0 1 5
        0.0000000000000036    6     0 0 6
 
        0.0092592592592620    7     7 0 0
        0.0216049382716044    7     6 1 0
        0.0231481481481475    7     5 2 0
        0.0108024691358035    7     4 3 0
        0.0108024691358035    7     3 4 0
        0.0231481481481478    7     2 5 0
        0.0216049382716044    7     1 6 0
        0.0092592592592626    7     0 7 0
        0.0216049382716044    7     6 0 1
        0.0416666666666663    7     5 1 1
        0.0416666666666670    7     4 2 1
        0.0432098765432098    7     3 3 1
        0.0416666666666670    7     2 4 1
        0.0416666666666665    7     1 5 1
        0.0216049382716044    7     0 6 1
        0.0231481481481475    7     5 0 2
        0.0416666666666670    7     4 1 2
        0.0046296296296288    7     3 2 2
        0.0046296296296288    7     2 3 2
        0.0416666666666670    7     1 4 2
        0.0231481481481476    7     0 5 2
        0.0108024691358035    7     4 0 3
        0.0432098765432097    7     3 1 3
        0.0046296296296288    7     2 2 3
        0.0432098765432098    7     1 3 3
        0.0108024691358035    7     0 4 3
        0.0108024691358033    7     3 0 4
        0.0416666666666670    7     2 1 4
        0.0416666666666670    7     1 2 4
        0.0108024691358035    7     0 3 4
        0.0231481481481478    7     2 0 5
        0.0416666666666667    7     1 1 5
        0.0231481481481478    7     0 2 5
        0.0216049382716044    7     1 0 6
        0.0216049382716044    7     0 1 6
        0.0092592592592622    7     0 0 7
 
        0.0451388888888913    8     8 0 0
        0.0864197530864184    8     7 1 0
        0.0493827160493822    8     6 2 0
        0.0324074074074062    8     5 3 0
        0.0821759259259272    8     4 4 0
        0.0324074074074064    8     3 5 0
        0.0493827160493823    8     2 6 0
        0.0864197530864184    8     1 7 0
        0.0451388888888916    8     0 8 0
        0.0864197530864184    8     7 0 1
        0.1342592592592594    8     6 1 1
        0.0694444444444449    8     5 2 1
        0.0239197530864195    8     4 3 1
        0.0239197530864197    8     3 4 1
        0.0694444444444449    8     2 5 1
        0.1342592592592594    8     1 6 1
        0.0864197530864186    8     0 7 1
        0.0493827160493822    8     6 0 2
        0.0694444444444449    8     5 1 2
        0.0821759259259269    8     4 2 2
        0.0663580246913574    8     3 3 2
        0.0821759259259263    8     2 4 2
        0.0694444444444449    8     1 5 2
        0.0493827160493822    8     0 6 2
        0.0324074074074062    8     5 0 3
        0.0239197530864192    8     4 1 3
        0.0663580246913570    8     3 2 3
        0.0663580246913570    8     2 3 3
        0.0239197530864192    8     1 4 3
        0.0324074074074062    8     0 5 3
        0.0821759259259272    8     4 0 4
        0.0239197530864195    8     3 1 4
        0.0821759259259263    8     2 2 4
        0.0239197530864195    8     1 3 4
        0.0821759259259272    8     0 4 4
        0.0324074074074062    8     3 0 5
        0.0694444444444449    8     2 1 5
        0.0694444444444449    8     1 2 5
        0.0324074074074064    8     0 3 5
        0.0493827160493823    8     2 0 6
        0.1342592592592594    8     1 1 6
        0.0493827160493823    8     0 2 6
        0.0864197530864184    8     1 0 7
        0.0864197530864186    8     0 1 7
        0.0451388888888916    8     0 0 8
 
 
NINT_EXACTNESS_TET:
  Normal end of execution.
 
 4 July 2007   7:52:35.405 AM                                                   
